node_id,clustering_coeff
6070,1.0
6196,1.0
6201,1.0
6313,1.0
6326,1.0
6456,1.0
6459,1.0
6492,1.0
6517,1.0
6614,1.0
6645,1.0
6734,1.0
6822,1.0
6864,1.0
6880,1.0
6899,1.0
6912,1.0
6935,1.0
7002,1.0
7014,1.0
7024,1.0
7029,1.0
7030,1.0
7061,1.0
7089,1.0
7136,1.0
7130,1.0
7172,1.0
7175,1.0
7179,1.0
7282,1.0
7284,1.0
7302,1.0
7383,1.0
7181,1.0
7684,1.0
7686,1.0
7716,1.0
7717,1.0
7752,1.0
7753,1.0
7756,1.0
7767,1.0
7806,1.0
7815,1.0
7831,1.0
7837,1.0
7842,1.0
7843,1.0
7864,1.0
7931,1.0
7948,1.0
8005,1.0
8146,1.0
4275,0.9
3208,0.8666666666666667
3513,0.8333333333333334
7661,0.8333333333333334
2286,0.8
3869,0.8
404,0.7
6867,0.7
2989,0.6888888888888889
124,0.6666666666666666
245,0.6666666666666666
303,0.6666666666666666
6010,0.6666666666666666
6106,0.6666666666666666
513,0.6666666666666666
772,0.6666666666666666
1197,0.6666666666666666
1340,0.6666666666666666
1429,0.6666666666666666
1443,0.6666666666666666
1451,0.6666666666666666
3880,0.6666666666666666
1830,0.6666666666666666
1831,0.6666666666666666
1869,0.6666666666666666
1943,0.6666666666666666
2012,0.6666666666666666
2214,0.6666666666666666
5303,0.6666666666666666
2626,0.6666666666666666
2986,0.6666666666666666
3017,0.6666666666666666
3077,0.6666666666666666
3123,0.6666666666666666
3250,0.6666666666666666
3316,0.6666666666666666
3355,0.6666666666666666
3384,0.6666666666666666
6054,0.6666666666666666
5363,0.6666666666666666
3610,0.6666666666666666
3705,0.6666666666666666
3735,0.6666666666666666
4104,0.6666666666666666
4120,0.6666666666666666
4228,0.6666666666666666
4319,0.6666666666666666
4325,0.6666666666666666
4595,0.6666666666666666
4659,0.6666666666666666
4850,0.6666666666666666
4852,0.6666666666666666
4885,0.6666666666666666
8277,0.6666666666666666
5352,0.6666666666666666
5428,0.6666666666666666
5769,0.6666666666666666
6049,0.6666666666666666
7590,0.6666666666666666
6286,0.6666666666666666
6428,0.6666666666666666
6775,0.6666666666666666
6870,0.6666666666666666
7011,0.6666666666666666
7019,0.6666666666666666
7064,0.6666666666666666
7126,0.6666666666666666
5949,0.6666666666666666
7452,0.6666666666666666
7484,0.6666666666666666
7518,0.6666666666666666
7605,0.6666666666666666
7687,0.6666666666666666
8171,0.6666666666666666
3486,0.6593406593406593
3597,0.6538461538461539
4214,0.6388888888888888
1457,0.6
2860,0.6
3115,0.6
3754,0.6
3863,0.6
6278,0.6
5174,0.6
6911,0.6
3039,0.5824175824175825
7652,0.5818181818181818
6967,0.5714285714285714
3001,0.5714285714285714
5708,0.5714285714285714
3893,0.5555555555555556
3262,0.5555555555555556
6047,0.5454545454545454
4652,0.5357142857142857
2092,0.5333333333333333
1033,0.5333333333333333
3799,0.5333333333333333
5526,0.5333333333333333
7415,0.5333333333333333
3053,0.5277777777777778
7090,0.5272727272727272
7228,0.5238095238095238
5312,0.5166666666666667
3719,0.5164835164835165
1619,0.5047619047619047
392,0.5
1472,0.5
2007,0.5
1077,0.5
570,0.5
5033,0.5
2751,0.5
7634,0.5
1362,0.5
1696,0.5
2061,0.5
8033,0.5
2287,0.5
3060,0.5
3282,0.5
3377,0.5
6225,0.5
6724,0.5
3532,0.5
3589,0.5
3725,0.5
3839,0.5
4066,0.5
4141,0.5
4316,0.5
4618,0.5
4626,0.5
4630,0.5
4840,0.5
5142,0.5
7508,0.5
6207,0.5
6380,0.5
6671,0.5
6747,0.5
7142,0.5
7230,0.5
7253,0.5
7293,0.5
7354,0.5
7402,0.5
7180,0.5
7569,0.5
839,0.4888888888888889
4030,0.4888888888888889
6078,0.4888888888888889
3547,0.4857142857142857
5406,0.4835164835164835
3921,0.47619047619047616
7669,0.47619047619047616
3037,0.47619047619047616
5111,0.47619047619047616
3255,0.4727272727272727
4822,0.4722222222222222
983,0.4666666666666667
4183,0.4666666666666667
921,0.4666666666666667
1027,0.4666666666666667
1113,0.4666666666666667
1237,0.4666666666666667
1693,0.4666666666666667
2088,0.4666666666666667
2953,0.4666666666666667
3518,0.4666666666666667
5198,0.4666666666666667
3108,0.4642857142857143
5399,0.4642857142857143
2121,0.45454545454545453
3616,0.45454545454545453
3609,0.45098039215686275
7593,0.44761904761904764
538,0.4444444444444444
64,0.4444444444444444
1711,0.4444444444444444
3317,0.4380952380952381
3519,0.4379432624113475
6917,0.43636363636363634
1768,0.43103448275862066
3875,0.42857142857142855
6027,0.42857142857142855
4677,0.42857142857142855
1292,0.42857142857142855
3999,0.42857142857142855
3087,0.42857142857142855
3202,0.42857142857142855
4137,0.42857142857142855
8173,0.42857142857142855
866,0.4264705882352941
1220,0.4230769230769231
7201,0.4222222222222222
6942,0.4222222222222222
7150,0.4222222222222222
7171,0.4166666666666667
1629,0.4117647058823529
3114,0.4111111111111111
2670,0.41025641025641024
5977,0.41025641025641024
3313,0.4095238095238095
723,0.4066666666666667
3446,0.40441176470588236
6668,0.4
572,0.4
3671,0.4
728,0.4
7730,0.4
3271,0.4
4583,0.4
5470,0.4
804,0.4
4783,0.4
1078,0.4
1095,0.4
4188,0.4
4272,0.4
5569,0.4
1872,0.4
1892,0.4
1940,0.4
2282,0.4
2444,0.4
4778,0.4
5364,0.4
5368,0.4
3305,0.4
3354,0.4
3526,0.4
3542,0.4
3508,0.4
6162,0.4
5481,0.4
4020,0.4
4416,0.4
4647,0.4
4853,0.4
5913,0.4
5981,0.4
6200,0.4
6242,0.4
6325,0.4
8156,0.4
584,0.39766081871345027
3849,0.3974358974358974
6198,0.396011396011396
607,0.3939393939393939
3622,0.3939393939393939
6204,0.3939393939393939
7668,0.39285714285714285
848,0.39285714285714285
1099,0.39285714285714285
1336,0.39285714285714285
7319,0.39285714285714285
3036,0.39285714285714285
3670,0.39215686274509803
1610,0.39204545454545453
2698,0.3904761904761905
5713,0.3888888888888889
4128,0.3888888888888889
7183,0.3888888888888889
2904,0.38562091503267976
1582,0.38461538461538464
4650,0.38095238095238093
1182,0.38095238095238093
1316,0.38095238095238093
6532,0.38095238095238093
2611,0.38095238095238093
2695,0.38095238095238093
7117,0.38095238095238093
286,0.38011695906432746
2178,0.37846153846153846
6269,0.37777777777777777
1281,0.37777777777777777
3107,0.37777777777777777
5984,0.37777777777777777
674,0.3768472906403941
1788,0.37566137566137564
5513,0.375
273,0.3742690058479532
3252,0.3738738738738739
1947,0.37142857142857144
1979,0.3649193548387097
1532,0.36363636363636365
1557,0.36363636363636365
270,0.3626373626373626
3591,0.3626373626373626
627,0.3619047619047619
2791,0.3619047619047619
2902,0.36182336182336183
7101,0.36152219873150104
1987,0.3603174603174603
4678,0.358974358974359
3528,0.358974358974359
4088,0.358695652173913
2079,0.3586206896551724
251,0.35714285714285715
5830,0.35714285714285715
8130,0.35714285714285715
8090,0.35714285714285715
5855,0.35714285714285715
1636,0.35555555555555557
1266,0.35555555555555557
5417,0.35555555555555557
440,0.354978354978355
4564,0.3541666666666667
1880,0.35402298850574715
1243,0.35365853658536583
1689,0.35294117647058826
4231,0.35294117647058826
7099,0.35294117647058826
1260,0.3523809523809524
6848,0.3516483516483517
50,0.35105204872646734
5141,0.3484848484848485
3386,0.3484848484848485
4329,0.3484848484848485
5,0.34782608695652173
38,0.3475783475783476
3319,0.3464052287581699
250,0.3463203463203463
670,0.34545454545454546
1822,0.34545454545454546
4051,0.3428030303030303
3304,0.3419354838709677
1649,0.34057971014492755
1678,0.33986928104575165
3506,0.33978494623655914
2119,0.33903133903133903
130,0.3390151515151515
575,0.3382352941176471
3470,0.3380952380952381
1587,0.33793103448275863
2815,0.3378582202111614
7362,0.33695652173913043
61,0.3368421052631579
5393,0.3368421052631579
1641,0.33658536585365856
2918,0.33509513742071884
1533,0.3333333333333333
687,0.3333333333333333
1771,0.3333333333333333
2341,0.3333333333333333
2362,0.3333333333333333
8285,0.3333333333333333
4303,0.3333333333333333
115,0.3333333333333333
5639,0.3333333333333333
6344,0.3333333333333333
165,0.3333333333333333
188,0.3333333333333333
169,0.3333333333333333
260,0.3333333333333333
268,0.3333333333333333
903,0.3333333333333333
318,0.3333333333333333
4954,0.3333333333333333
329,0.3333333333333333
331,0.3333333333333333
343,0.3333333333333333
6890,0.3333333333333333
414,0.3333333333333333
454,0.3333333333333333
455,0.3333333333333333
461,0.3333333333333333
3939,0.3333333333333333
494,0.3333333333333333
530,0.3333333333333333
541,0.3333333333333333
561,0.3333333333333333
585,0.3333333333333333
8289,0.3333333333333333
642,0.3333333333333333
690,0.3333333333333333
6933,0.3333333333333333
7162,0.3333333333333333
7673,0.3333333333333333
7874,0.3333333333333333
5673,0.3333333333333333
770,0.3333333333333333
782,0.3333333333333333
812,0.3333333333333333
5740,0.3333333333333333
830,0.3333333333333333
4014,0.3333333333333333
916,0.3333333333333333
957,0.3333333333333333
7436,0.3333333333333333
1052,0.3333333333333333
1085,0.3333333333333333
1105,0.3333333333333333
1134,0.3333333333333333
1138,0.3333333333333333
1147,0.3333333333333333
3266,0.3333333333333333
1187,0.3333333333333333
1198,0.3333333333333333
1212,0.3333333333333333
3867,0.3333333333333333
1331,0.3333333333333333
1338,0.3333333333333333
1383,0.3333333333333333
1495,0.3333333333333333
1505,0.3333333333333333
1599,0.3333333333333333
1632,0.3333333333333333
2244,0.3333333333333333
679,0.3333333333333333
5271,0.3333333333333333
5208,0.3333333333333333
1912,0.3333333333333333
3201,0.3333333333333333
1995,0.3333333333333333
2011,0.3333333333333333
2049,0.3333333333333333
2108,0.3333333333333333
2111,0.3333333333333333
2127,0.3333333333333333
2177,0.3333333333333333
2184,0.3333333333333333
2198,0.3333333333333333
2314,0.3333333333333333
2309,0.3333333333333333
2360,0.3333333333333333
5564,0.3333333333333333
5354,0.3333333333333333
2407,0.3333333333333333
2412,0.3333333333333333
2482,0.3333333333333333
2518,0.3333333333333333
8068,0.3333333333333333
2598,0.3333333333333333
2728,0.3333333333333333
2762,0.3333333333333333
2780,0.3333333333333333
4171,0.3333333333333333
2867,0.3333333333333333
2906,0.3333333333333333
5694,0.3333333333333333
6611,0.3333333333333333
2969,0.3333333333333333
2985,0.3333333333333333
2994,0.3333333333333333
2998,0.3333333333333333
3025,0.3333333333333333
3044,0.3333333333333333
3127,0.3333333333333333
3147,0.3333333333333333
3162,0.3333333333333333
3233,0.3333333333333333
3269,0.3333333333333333
3280,0.3333333333333333
3391,0.3333333333333333
5882,0.3333333333333333
3397,0.3333333333333333
3399,0.3333333333333333
3403,0.3333333333333333
5388,0.3333333333333333
3406,0.3333333333333333
3422,0.3333333333333333
3496,0.3333333333333333
3512,0.3333333333333333
3530,0.3333333333333333
3543,0.3333333333333333
3561,0.3333333333333333
4265,0.3333333333333333
3639,0.3333333333333333
6721,0.3333333333333333
3667,0.3333333333333333
3686,0.3333333333333333
3766,0.3333333333333333
3797,0.3333333333333333
3876,0.3333333333333333
3925,0.3333333333333333
3947,0.3333333333333333
5274,0.3333333333333333
4089,0.3333333333333333
4164,0.3333333333333333
4213,0.3333333333333333
4292,0.3333333333333333
4314,0.3333333333333333
4317,0.3333333333333333
4318,0.3333333333333333
7952,0.3333333333333333
4375,0.3333333333333333
4431,0.3333333333333333
4438,0.3333333333333333
4443,0.3333333333333333
4705,0.3333333333333333
4737,0.3333333333333333
4750,0.3333333333333333
4751,0.3333333333333333
4765,0.3333333333333333
4952,0.3333333333333333
4989,0.3333333333333333
5010,0.3333333333333333
5011,0.3333333333333333
5017,0.3333333333333333
5039,0.3333333333333333
5060,0.3333333333333333
5095,0.3333333333333333
5126,0.3333333333333333
5151,0.3333333333333333
5197,0.3333333333333333
5344,0.3333333333333333
5405,0.3333333333333333
5528,0.3333333333333333
5536,0.3333333333333333
5565,0.3333333333333333
5661,0.3333333333333333
5707,0.3333333333333333
5720,0.3333333333333333
5722,0.3333333333333333
5797,0.3333333333333333
8271,0.3333333333333333
5930,0.3333333333333333
5982,0.3333333333333333
5993,0.3333333333333333
6071,0.3333333333333333
6081,0.3333333333333333
6119,0.3333333333333333
6127,0.3333333333333333
6160,0.3333333333333333
6180,0.3333333333333333
6202,0.3333333333333333
6212,0.3333333333333333
6295,0.3333333333333333
6312,0.3333333333333333
7215,0.3333333333333333
6461,0.3333333333333333
6487,0.3333333333333333
8025,0.3333333333333333
6561,0.3333333333333333
6719,0.3333333333333333
6779,0.3333333333333333
6883,0.3333333333333333
6896,0.3333333333333333
6316,0.3333333333333333
7020,0.3333333333333333
7038,0.3333333333333333
7139,0.3333333333333333
7271,0.3333333333333333
7327,0.3333333333333333
7380,0.3333333333333333
7321,0.3333333333333333
7401,0.3333333333333333
7424,0.3333333333333333
7502,0.3333333333333333
7597,0.3333333333333333
7665,0.3333333333333333
7759,0.3333333333333333
7829,0.3333333333333333
7904,0.3333333333333333
7929,0.3333333333333333
7933,0.3333333333333333
7968,0.3333333333333333
8048,0.3333333333333333
8066,0.3333333333333333
8069,0.3333333333333333
2137,0.3323076923076923
1720,0.32967032967032966
3977,0.32967032967032966
3611,0.329004329004329
827,0.3286290322580645
1747,0.32763532763532766
3379,0.32748538011695905
8282,0.32727272727272727
7491,0.32727272727272727
6435,0.32727272727272727
7996,0.32727272727272727
2168,0.32666666666666666
3982,0.3263157894736842
488,0.3261538461538461
3388,0.3238095238095238
2652,0.3235294117647059
261,0.3225806451612903
1969,0.32235294117647056
4235,0.32142857142857145
479,0.32142857142857145
781,0.32142857142857145
860,0.32142857142857145
6041,0.32142857142857145
7857,0.32142857142857145
4324,0.32142857142857145
5474,0.32142857142857145
5171,0.3207317073170732
227,0.3204301075268817
2350,0.3203463203463203
606,0.3202614379084967
2159,0.3202614379084967
163,0.3201581027667984
750,0.32
3555,0.3190883190883191
3301,0.3190883190883191
725,0.3188405797101449
2650,0.31868131868131866
1796,0.3186344238975818
1752,0.31827956989247314
934,0.3181818181818182
5044,0.3181818181818182
2307,0.31794871794871793
3567,0.31721194879089615
1965,0.3170731707317073
1022,0.3167220376522702
2672,0.31666666666666665
7186,0.31666666666666665
1672,0.3162393162393162
1714,0.3155080213903743
1565,0.3153153153153153
1023,0.3153153153153153
7341,0.3148148148148148
5932,0.31431079894644426
717,0.3142857142857143
7100,0.3142857142857143
6589,0.31339031339031337
6594,0.3123123123123123
5273,0.3120759837177748
221,0.3111111111111111
1245,0.3111111111111111
6111,0.3111111111111111
2084,0.3111111111111111
7994,0.3111111111111111
4924,0.3111111111111111
7409,0.3111111111111111
6948,0.31054131054131057
1757,0.31020408163265306
3031,0.3093877551020408
617,0.3090909090909091
6923,0.3090909090909091
5961,0.3090909090909091
258,0.3088235294117647
616,0.3088235294117647
1038,0.3088235294117647
4058,0.30833333333333335
7397,0.30833333333333335
7373,0.30808080808080807
3576,0.3079710144927536
4152,0.3078626799557032
1973,0.3078231292517007
6860,0.3078231292517007
3914,0.3076923076923077
3647,0.3076923076923077
6501,0.3073200241984271
3816,0.30718954248366015
6464,0.3055555555555556
3911,0.3055555555555556
2987,0.3055555555555556
764,0.30528846153846156
4489,0.3047619047619048
2211,0.30303030303030304
3811,0.30303030303030304
2357,0.30303030303030304
719,0.3024193548387097
19,0.30200501253132833
2329,0.3015647226173542
675,0.30153846153846153
4295,0.3014705882352941
908,0.3010912698412698
6982,0.3006535947712418
5991,0.3006535947712418
2241,0.30043541364296084
1774,0.3
7161,0.3
1520,0.3
240,0.3
7799,0.3
1005,0.3
5309,0.3
6769,0.3
1759,0.3
5146,0.3
2192,0.3
5664,0.3
2567,0.3
2807,0.3
5267,0.3
3094,0.3
6920,0.3
5588,0.3
4155,0.3
4379,0.3
4426,0.3
4535,0.3
4893,0.3
5666,0.3
5890,0.3
6069,0.3
7096,0.3
3903,0.29890453834115804
6873,0.29871977240398295
6628,0.2982456140350877
1061,0.2967741935483871
6901,0.2966183574879227
3538,0.2964426877470356
1618,0.2962962962962963
3333,0.29523809523809524
3661,0.2949384404924761
3856,0.2948717948717949
4934,0.2948717948717949
3148,0.29439124487004104
2253,0.2943722943722944
1039,0.2942528735632184
1378,0.29411764705882354
6616,0.29411764705882354
5809,0.29310344827586204
6865,0.29239766081871343
4117,0.2916666666666667
5466,0.291497975708502
981,0.2912912912912913
3126,0.291005291005291
3324,0.291005291005291
7651,0.2909803921568627
362,0.2909090909090909
2844,0.2909090909090909
3729,0.2909090909090909
1168,0.29004329004329005
3580,0.2898148148148148
7012,0.2897959183673469
8284,0.28888888888888886
515,0.28888888888888886
3409,0.28888888888888886
4047,0.28888888888888886
4254,0.28888888888888886
3190,0.28888888888888886
1518,0.28835978835978837
581,0.2878787878787879
2106,0.2878787878787879
2818,0.2878787878787879
1230,0.2876712328767123
6783,0.28752642706131076
4355,0.28688524590163933
6576,0.2858464384828862
359,0.2857142857142857
779,0.2857142857142857
2281,0.2857142857142857
45,0.2857142857142857
5860,0.2857142857142857
158,0.2857142857142857
284,0.2857142857142857
398,0.2857142857142857
423,0.2857142857142857
4621,0.2857142857142857
5663,0.2857142857142857
6663,0.2857142857142857
4562,0.2857142857142857
699,0.2857142857142857
2607,0.2857142857142857
2825,0.2857142857142857
7567,0.2857142857142857
4386,0.2857142857142857
4359,0.2857142857142857
4311,0.2857142857142857
4558,0.2857142857142857
5635,0.2857142857142857
1928,0.2857142857142857
8169,0.2857142857142857
3553,0.2857142857142857
7062,0.2857142857142857
4042,0.2857142857142857
4960,0.2857142857142857
5013,0.2857142857142857
5617,0.2857142857142857
6045,0.2857142857142857
6984,0.2857142857142857
6945,0.28536585365853656
5827,0.2850076103500761
4290,0.2848990342405619
2912,0.28474875110196884
4831,0.2833333333333333
7110,0.2833333333333333
2597,0.283265306122449
3912,0.2830687830687831
3523,0.2830687830687831
6481,0.2829190904283448
1482,0.28276877761413843
936,0.2826086956521739
3548,0.2823529411764706
4944,0.282312925170068
3435,0.2821461609620722
7185,0.2817204301075269
203,0.2817204301075269
6488,0.2813852813852814
1446,0.28104575163398693
2694,0.28104575163398693
2677,0.28076923076923077
7294,0.2807017543859649
2647,0.2804232804232804
6272,0.28040540540540543
4111,0.28
1746,0.2798573975044563
2071,0.27972027972027974
2366,0.2789473684210526
4072,0.27856025039123633
4403,0.2777777777777778
345,0.2777777777777778
3080,0.2777777777777778
6626,0.2777777777777778
3338,0.2776769509981851
895,0.2774283717679944
6170,0.2772946859903382
428,0.27705627705627706
3196,0.27705627705627706
1465,0.27692307692307694
3483,0.2768361581920904
5776,0.27672955974842767
3529,0.27660406885759
7618,0.2763605442176871
1716,0.2761904761904762
5217,0.2761904761904762
5296,0.2753623188405797
7443,0.27503628447024675
624,0.275
1290,0.275
4992,0.275
2129,0.2749886928991407
2692,0.27485380116959063
4482,0.27474747474747474
2840,0.27472527472527475
1903,0.2737373737373737
2819,0.2736124634858812
7497,0.2735632183908046
5798,0.2734422262552934
6243,0.27323213624583487
7094,0.27311522048364156
34,0.2727272727272727
1160,0.2727272727272727
1326,0.2727272727272727
681,0.2727272727272727
7493,0.2727272727272727
4471,0.2727272727272727
6491,0.2727272727272727
4815,0.2727272727272727
7304,0.2727272727272727
4074,0.2727272727272727
4377,0.2727272727272727
4031,0.27205882352941174
3200,0.27195121951219514
1732,0.27177177177177175
5692,0.2714285714285714
1556,0.270935960591133
5172,0.270935960591133
5132,0.2708333333333333
6803,0.27076923076923076
4764,0.27058823529411763
6994,0.26998491704374056
7813,0.2699055330634278
2209,0.2698989898989899
5871,0.26983387672721626
73,0.2692307692307692
3785,0.26916221033868093
5308,0.26900584795321636
5684,0.2689684569479966
5973,0.2689655172413793
1865,0.26877470355731226
2687,0.26857142857142857
864,0.26842105263157895
5862,0.26811594202898553
995,0.2679738562091503
1490,0.2671957671957672
3980,0.26666666666666666
5351,0.26666666666666666
7648,0.26666666666666666
6570,0.26666666666666666
410,0.26666666666666666
5835,0.26666666666666666
6009,0.26666666666666666
495,0.26666666666666666
6806,0.26666666666666666
1631,0.26666666666666666
1976,0.26666666666666666
2041,0.26666666666666666
2254,0.26666666666666666
2272,0.26666666666666666
5926,0.26666666666666666
2947,0.26666666666666666
3920,0.26666666666666666
4119,0.26666666666666666
4576,0.26666666666666666
4664,0.26666666666666666
5048,0.26666666666666666
6676,0.26666666666666666
6895,0.26666666666666666
6971,0.26666666666666666
7266,0.26666666666666666
7625,0.26666666666666666
7812,0.26666666666666666
3033,0.26633906633906634
3681,0.2659698025551684
590,0.2658569500674764
1222,0.26565656565656565
7400,0.2652680652680653
631,0.2647058823529412
3481,0.2647058823529412
7119,0.2645698427382054
4780,0.2645161290322581
4298,0.26445578231292516
2128,0.26433566433566436
878,0.2638655462184874
1848,0.26364477335800185
4588,0.26364477335800185
2760,0.2636060718252499
4551,0.2635294117647059
1816,0.26339285714285715
5037,0.2633181126331811
1531,0.2631578947368421
999,0.2631578947368421
5638,0.2631578947368421
4331,0.2631578947368421
4299,0.2624708624708625
1007,0.2623655913978495
2691,0.26215644820295986
7063,0.2621283255086072
2721,0.2619047619047619
4001,0.2619047619047619
54,0.26161616161616164
636,0.26153846153846155
1600,0.26143790849673204
1805,0.26135105204872644
1781,0.2612794612794613
6174,0.26109936575052856
4189,0.2608695652173913
7120,0.2603129445234708
1330,0.2599033816425121
5772,0.25946969696969696
2973,0.25938967136150237
746,0.25925925925925924
3350,0.25925925925925924
3525,0.25833333333333336
6552,0.25832846288720046
5787,0.25806451612903225
4986,0.25792811839323465
5255,0.2578947368421053
958,0.2578397212543554
1547,0.25769230769230766
4024,0.25769230769230766
6021,0.25757575757575757
4620,0.25757575757575757
2548,0.25757575757575757
3373,0.25757575757575757
4428,0.25757575757575757
4429,0.25757575757575757
7343,0.25757575757575757
1394,0.2574679943100996
1372,0.25735294117647056
394,0.2573099415204678
2701,0.2573099415204678
645,0.2572463768115942
823,0.2572463768115942
930,0.2572463768115942
3629,0.2572463768115942
1787,0.2572390572390572
7214,0.2572390572390572
2060,0.2571428571428571
6097,0.2571428571428571
2838,0.2571428571428571
4511,0.2571428571428571
7239,0.2571428571428571
2768,0.2568764568764569
6554,0.25675675675675674
1802,0.25668449197860965
3569,0.25667828106852497
1034,0.2564484126984127
1478,0.2564102564102564
6511,0.2564102564102564
6892,0.2564102564102564
3745,0.2564102564102564
3199,0.2564102564102564
3343,0.2564102564102564
125,0.2561576354679803
6953,0.25591397849462366
7882,0.2556862745098039
4528,0.2556390977443609
3104,0.2554112554112554
5121,0.2549019607843137
1353,0.2546583850931677
3549,0.2545454545454545
197,0.2545454545454545
4049,0.2545454545454545
836,0.25443262411347517
3646,0.2543940795559667
506,0.2540322580645161
7788,0.2536997885835095
4534,0.2536231884057971
3020,0.25347985347985347
1777,0.2534785238959468
252,0.2532005689900427
6528,0.2531194295900178
4648,0.25274725274725274
2889,0.25274725274725274
4767,0.25274725274725274
4385,0.25263157894736843
7544,0.2525974025974026
4417,0.2524390243902439
2488,0.2523809523809524
3445,0.2523809523809524
2948,0.2523076923076923
2544,0.251984126984127
7510,0.2519774011299435
6323,0.2519561815336463
637,0.25176470588235295
6900,0.25161290322580643
4256,0.2515151515151515
3926,0.25148809523809523
4043,0.2514124293785311
6725,0.25132275132275134
4173,0.25132275132275134
224,0.2512315270935961
1813,0.25121951219512195
1884,0.2510822510822511
3800,0.2510176390773406
7143,0.25024154589371983
1657,0.25
120,0.25
241,0.25
327,0.25
1819,0.25
3465,0.25
1086,0.25
1089,0.25
5043,0.25
2804,0.25
4039,0.25
4150,0.25
3995,0.25
7653,0.25
7246,0.25
6518,0.25
6635,0.25
4846,0.24952661476961918
887,0.24935064935064935
3310,0.24935064935064935
861,0.24924924924924924
8122,0.24923076923076923
1439,0.24871794871794872
2202,0.24836601307189543
2706,0.24836601307189543
7694,0.2483130904183536
298,0.24822695035460993
4529,0.2481060606060606
4827,0.2480974124809741
2169,0.24798387096774194
7393,0.24786324786324787
6474,0.24786324786324787
566,0.24761904761904763
2073,0.24744897959183673
3464,0.24743589743589745
705,0.24735729386892177
6699,0.24735729386892177
3854,0.2473464519976148
1322,0.24722932651321397
5175,0.24705882352941178
7144,0.24699352451433856
7116,0.24699352451433856
4363,0.24675324675324675
126,0.24666666666666667
2747,0.2465883846397969
7726,0.2463768115942029
3256,0.2463768115942029
3007,0.24636058230683092
2097,0.24615384615384617
3973,0.24571428571428572
4127,0.2456876456876457
153,0.24561403508771928
1476,0.24549019607843137
7005,0.24547048509643482
3030,0.2454646427249167
2134,0.2453416149068323
2016,0.24530516431924881
5285,0.24528301886792453
3173,0.24522144522144523
236,0.24511784511784512
1524,0.245014245014245
5239,0.24489795918367346
6613,0.2447058823529412
8204,0.24444444444444444
7899,0.24444444444444444
5549,0.24444444444444444
6577,0.24444444444444444
2004,0.2439516129032258
3630,0.2439516129032258
1284,0.24389233954451345
618,0.24358974358974358
2821,0.24358974358974358
4987,0.24358974358974358
2996,0.24333333333333335
4879,0.24312896405919662
5998,0.24281943797546965
1986,0.2426470588235294
1103,0.24262295081967214
609,0.24242424242424243
3603,0.24242424242424243
1442,0.2423076923076923
4063,0.24216524216524216
5739,0.24209664209664208
6407,0.24193548387096775
3919,0.24185463659147868
2116,0.24180790960451978
1141,0.24175824175824176
2591,0.24175824175824176
1233,0.24175824175824176
8296,0.24175824175824176
2409,0.24166666666666667
3847,0.2415686274509804
4134,0.24156545209176788
1628,0.24141749723145073
1791,0.2413793103448276
972,0.24126984126984127
7236,0.24110671936758893
4715,0.24106739032112168
4488,0.24103967168262655
730,0.24094326725905674
7442,0.24086021505376345
2435,0.24065540194572452
691,0.24031007751937986
2814,0.2402482269503546
4938,0.2399749373433584
794,0.23995771670190275
712,0.23976608187134502
2356,0.23954311454311455
1501,0.23934426229508196
